Work Order Number,"Work Order: Type
Name","Work Order:
Street
Number","Work
Order:
Street
Direction","Work Order:
Street Name","Work
Order:
Street Type",Ward,"Work
Order:
Created
Time Value","Work
Order:
Completed
Time Value",Status,Work Order: Description
20-03088417,"Tree Planting -
Green Streets",4912,W,MADISON,ST,28,11:04 AM,4:17 PM,Closed,"7D, 1NCO 5X10, 04ZE"
20-03088439,"Tree Planting -
Green Streets",4921,W,MADISON,ST,28,11:05 AM,4:19 PM,Closed,"7D. 2NCO 5X10, 07CC"
20-03088450,"Tree Planting -
Green Streets",4948,W,MADISON,ST,28,11:06 AM,4:21 PM,Closed,"7D, 1NCO 5X10, 25ZE"
20-03088474,"Tree Planting -
Green Streets",4949,W,MADISON,ST,28,11:08 AM,4:23 PM,Closed,"7D, 2NCO 5X10, ADVANCED AUTO CUT EXISTING 4X4 TO
5X10, 06ZB"
20-03088502,"Tree Planting -
Green Streets",5004,W,MADISON,ST,28,11:10 AM,4:27 PM,Closed,"7D, 2NCO 5X10, 07CC"
20-03088512,"Tree Planting -
Green Streets",5008,W,MADISON,ST,28,11:11 AM,4:44 PM,Closed,"7D, 1NCO 5X10, 01ZF"
20-03088556,"Tree Planting -
Green Streets",5014,W,MADISON,ST,28,11:13 AM,8:48 AM,Closed,"7D, 1NCO 5X10, 25ZE"
20-03088574,"Tree Planting -
Green Streets",5025,W,MADISON,ST,28,11:15 AM,4:24 PM,Closed,"7D, 2P, 01ZF"
20-03088623,"Tree Planting -
Green Streets",5028,W,MADISON,ST,28,11:17 AM,4:25 PM,Closed,"7D, 1NCO 5X10, 04ZE"
20-03088639,"Tree Planting -
Green Streets",5036,W,MADISON,ST,28,11:18 AM,4:26 PM,Closed,"7D, 1NCO 5X10, 25ZE"
20-03088661,"Tree Planting -
Green Streets",5039,W,MADISON,ST,28,11:20 AM,4:28 PM,Closed,"7D, 1NCO 5X10, 06ZB"
20-03088672,"Tree Planting -
Green Streets",5040,W,MADISON,ST,28,11:21 AM,4:33 PM,Closed,"7D, 1NCO 5X10, 06ZB"
20-03088709,"Tree Planting -
Green Streets",5043,W,MADISON,ST,28,11:24 AM,4:37 PM,Closed,"7D, 1P, 04ZE"
20-03088726,"Tree Planting -
Green Streets",5047,W,MADISON,ST,28,11:25 AM,4:39 PM,Closed,"7D, 1P, 07CC"
20-03090250,"Tree Planting -
Green Streets",5101,W,MADISON,ST,28,1:53 PM,4:41 PM,Closed,"7D, 2P, RR DEAD, 06ZB"
20-03090257,"Tree Planting -
Green Streets",5102,W,MADISON,ST,28,1:55 PM,4:43 PM,Closed,"7D, 1NCO 5X10, 07CC"
20-03090273,"Tree Planting -
Green Streets",5106,W,MADISON,ST,28,1:56 PM,4:45 PM,Closed,"7D, 1NCO 5X10, 04ZE"
20-03090286,"Tree Planting -
Green Streets",5110,W,MADISON,ST,28,1:57 PM,4:46 PM,Closed,"7D, 1NCO 5X10, 25ZE"
20-03090298,"Tree Planting -
Green Streets",5118,W,MADISON,ST,28,1:58 PM,1:08 PM,Closed,"7D, 1NCO 5X10, 06ZB"
20-03090317,"Tree Planting -
Green Streets",5127,W,MADISON,ST,28,2:00 PM,4:47 PM,Closed,"7D, 1NCO 5X10, 25ZE"
20-03090325,"Tree Planting -
Green Streets",5128,W,MADISON,ST,28,2:01 PM,4:49 PM,Closed,"7D, 2NCO 5X10, 01ZF"
20-03090355,"Tree Planting -
Green Streets",5135,W,MADISON,ST,28,2:05 PM,4:51 PM,Closed,"7D, 1NCO 5X10, 04ZE"
20-03090366,"Tree Planting -
Green Streets",5138,W,MADISON,ST,28,2:07 PM,4:54 PM,Closed,"7D, 1NCO 5X10, 07CC"
20-03090372,"Tree Planting -
Green Streets",5141,W,MADISON,ST,28,2:08 PM,4:56 PM,Closed,"7D, 1NCO 5X10, 01ZF"
20-03090385,"Tree Planting -
Green Streets",5142,W,MADISON,ST,28,2:09 PM,5:00 PM,Closed,"7D, 1NCO 5X10, 04ZE"
20-03090400,"Tree Planting -
Green Streets",5146,W,MADISON,ST,28,2:11 PM,5:01 PM,Closed,"7D, 1NCO 5X10, 25ZE"
20-03090416,"Tree Planting -
Green Streets",5148,W,MADISON,ST,28,2:12 PM,5:02 PM,Closed,"7D, 3OP, COLUMNAR RED LIGHT CAMERA, 04ZE"
20-03090424,"Tree Planting -
Green Streets",5151,W,MADISON,ST,28,2:14 PM,5:04 PM,Closed,"7D, 1NCO 5X10, 06ZB"
20-03090461,"Tree Planting -
Green Streets",3435,E,106TH,ST,10,2:17 PM,2:31 PM,Closed,"7D, 3OP"
20-03090494,"Tree Planting -
Green Streets",3611,E,106TH,ST,10,2:22 PM,3:12 PM,Closed,"7D, 1OP"
20-03090499,"Tree Planting -
Green Streets",3643,E,106TH,ST,10,2:23 PM,3:15 PM,Closed,"7D, 1OP"
20-03090506,"Tree Planting -
Green Streets",3713,E,106TH,ST,10,2:24 PM,2:34 PM,Closed,"7D, 1OP"
20-03090514,"Tree Planting -
Green Streets",4013,E,106TH,ST,10,2:25 PM,2:36 PM,Closed,"7D, 1OP"
20-03090520,"Tree Planting -
Green Streets",4025,E,106TH,ST,10,2:26 PM,2:38 PM,Closed,"7D, 1OP"
20-03090528,"Tree Planting -
Green Streets",304,W,14TH,ST,25,2:28 PM,2:04 PM,Closed,"7D, 1P, DEAD ASH 6""; 1349 S PRAIRIE ON 14TH ST"
20-03090538,"Tree Planting -
Green Streets",1637,W,17TH,ST,25,2:30 PM,2:30 PM,Closed,"7D, 1OP"
20-03090545,"Tree Planting -
Green Streets",2145,W,18TH,ST,25,2:31 PM,2:32 PM,Closed,"7D, 1OP"
20-03090553,"Tree Planting -
Green Streets",920,W,19TH,ST,25,2:32 PM,3:31 PM,Closed,"7D, 1OP"
20-03090562,"Tree Planting -
Green Streets",453,W,26TH,ST,11,2:33 PM,2:06 PM,Closed,"7D, 1OP, DEAD 10"" ELM"
20-03090573,"Tree Planting -
Green Streets",609,W,26TH,ST,11,2:34 PM,2:07 PM,Closed,"7D, 1OP, DEAD 10"" ELM"
20-03090587,"Tree Planting -
Green Streets",744,W,26TH,ST,11,2:36 PM,2:40 PM,Closed,"7D, 1OP, DEAD JTL WEST OF DOOR 3"""
20-03090598,"Tree Planting -
Green Streets",467,W,31ST,ST,11,2:37 PM,10:00 PM,Closed,"7D, 1OP"
20-03090604,"Tree Planting -
Green Streets",840,W,35TH,ST,11,2:38 PM,2:32 PM,Closed,"7D, 1OP"
20-03090614,"Tree Planting -
Green Streets",1711,W,35TH,ST,12,2:39 PM,2:30 PM,Closed,"7D, 1OP"
20-03097752,"Tree Planting -
Green Streets",404,E,47TH,ST,3,2:52 PM,4:21 PM,Closed,"7D, 2OP, DEAD LINDEN"
20-03097760,"Tree Planting -
Green Streets",520,E,47TH,ST,3,2:53 PM,4:25 PM,Closed,"7D, 1OP"
20-03097765,"Tree Planting -
Green Streets",521,E,47TH,ST,3,2:54 PM,4:27 PM,Closed,"7D, 1OP"
20-03097771,"Tree Planting -
Green Streets",537,E,47TH,ST,3,2:55 PM,4:29 PM,Closed,"7D, 1OP, DEAD HONEY LOCUST 3"""
20-03097775,"Tree Planting -
Green Streets",641,E,47TH,ST,4,2:56 PM,4:30 PM,Closed,"7D, 1OP"
20-03097785,"Tree Planting -
Green Streets",653,E,47TH,ST,4,2:57 PM,4:41 PM,Closed,"7D, 1OP"
20-03097790,"Tree Planting -
Green Streets",654,E,47TH,ST,4,2:58 PM,4:52 PM,Closed,"7D, 2OP"
20-03097795,"Tree Planting -
Green Streets",719,E,47TH,ST,4,2:59 PM,4:53 PM,Closed,"7D, 1OP, DEAD ELM 3"" DOLLAR"
20-03097851,"Tree Planting -
Green Streets",1336,E,47TH,ST,4,3:00 PM,3:34 PM,Closed,"7D, 2OP, CBBL, WHITE SHIELD OSAGE ORANGE"
20-03097863,"Tree Planting -
Green Streets",1451,W,47TH,ST,20,3:01 PM,3:38 PM,Closed,"7D, 1OP"
20-03097868,"Tree Planting -
Green Streets",1854,W,47TH,ST,15,3:02 PM,4:55 PM,Closed,"7D, 1OP"
20-03097873,"Tree Planting -
Green Streets",50,W,95TH,ST,21,3:03 PM,12:58 PM,Closed,"7D, 1OP, MCDONALDS"
20-03103718,"Tree Planting -
Green Streets",550,W,ADAMS,ST,42,2:16 PM,5:45 PM,Canceled,"7D, 2P, DEAD MAPLE 4"" ON CLINTON"
20-03103728,"Tree Planting -
Green Streets",1233,W,ADAMS,ST,28,2:18 PM,3:37 PM,Closed,"7D, 2P, DEAD ASH 8"" AT SOCIAL SECURITY OFFICES"
20-03103741,"Tree Planting -
Green Streets",1234,W,ADAMS,ST,27,2:19 PM,,In Progress,"7D, 2P, DEAD ASH 8"" ACRSS FROM SOCIAL SECURITY
OFFICES"
20-03103760,"Tree Planting -
Green Streets",4267,W,ADDISON,ST,30,2:21 PM,11:19 AM,Closed,"7D, 1OP, NO HB"
20-03103811,"Tree Planting -
Green Streets",1610,W,ALBION,AVE,49,2:25 PM,2:52 PM,Closed,"7D, 1OP"
20-03103824,"Tree Planting -
Green Streets",1046,W,ALTGELD,ST,43,2:27 PM,3:57 PM,Closed,"7D, 1P, DEAD"
20-03103837,"Tree Planting -
Green Streets",1158,W,ARMITAGE,AVE,43,2:28 PM,4:02 PM,Closed,"7D, 1OP"
20-03103845,"Tree Planting -
Green Streets",3102,W,ARMITAGE,AVE,32,2:29 PM,2:59 PM,Closed,"7D, 1OP"
20-03103854,"Tree Planting -
Green Streets",3524,W,ARMITAGE,AVE,26,2:31 PM,2:40 PM,Closed,"7D, 1OP"
20-03103860,"Tree Planting -
Green Streets",4058,W,ARMITAGE,AVE,26,2:32 PM,2:43 PM,Closed,"7D, 3OP, ON KARLOV"
20-03103874,"Tree Planting -
Green Streets",3819,N,ASHLAND,AVE,47,2:34 PM,2:46 PM,Closed,"7D, 1OP"
20-03103886,"Tree Planting -
Green Streets",10601,S,AVENUE E,,10,2:36 PM,2:39 PM,Canceled,"7D, 3OP"
20-03103895,"Tree Planting -
Green Streets",1131,W,BELDEN,AVE,43,2:37 PM,3:11 PM,Closed,"7D, 1OP"
20-03103911,"Tree Planting -
Green Streets",4915,W,BELLE PLAINE,AVE,45,2:38 PM,2:54 PM,Closed,"7D, 1OP"
20-03103921,"Tree Planting -
Green Streets",3108,N,BROADWAY,ST,44,2:40 PM,12:46 PM,Closed,"7D, 1OP, ON SIDE"
20-03103935,"Tree Planting -
Green Streets",4424,N,BROADWAY,ST,46,2:41 PM,12:19 PM,Closed,"7D, 1OP, ELM 3"""
20-03103946,"Tree Planting -
Green Streets",4437,N,BROADWAY,ST,46,2:42 PM,3:31 PM,Closed,"7D, 1OP"
20-03103965,"Tree Planting -
Green Streets",2075,S,CANALPORT,AVE,11,2:44 PM,2:42 PM,Closed,"7D, 1OP, DEAD ELM 12"""
20-03103979,"Tree Planting -
Green Streets",1829,W,CHICAGO,AVE,1,2:46 PM,3:10 PM,Closed,"7D, 1OP, DEAD 3"""
20-03103987,"Tree Planting -
Green Streets",1851,W,CHICAGO,AVE,1,2:46 PM,3:11 PM,Closed,"7D, 1OP, DEAD KCT 3"""
20-03103998,"Tree Planting -
Green Streets",1934,W,CHICAGO,AVE,1,2:47 PM,3:25 PM,Closed,"7D, 2OP, DEAD 6"" ON WINCHESTER"
20-03104006,"Tree Planting -
Green Streets",2146,W,CHICAGO,AVE,2,2:48 PM,3:14 PM,Closed,"7D, 1OP"
20-03104014,"Tree Planting -
Green Streets",3214,W,CHICAGO,AVE,27,2:49 PM,3:19 PM,Closed,"7D, 1OP, DEAD 3""  SECOND TREE WEST OF KEDZIE"
20-03104022,"Tree Planting -
Green Streets",3232,W,CHICAGO,AVE,27,2:50 PM,3:20 PM,Closed,"7D, 2OP, DEAD 3"" SUBWAY"
20-03104031,"Tree Planting -
Green Streets",3426,W,CHICAGO,AVE,27,2:51 PM,3:46 PM,Closed,"7D, 1OP, DEAD 3"" KCT"
20-03104041,"Tree Planting -
Green Streets",3623,W,CHICAGO,AVE,27,2:52 PM,3:23 PM,Closed,"7D, 1OP, DEAD 3"" CHERRY"
20-03104047,"Tree Planting -
Green Streets",3638,W,CHICAGO,AVE,27,2:53 PM,3:37 PM,Closed,"7D, 2OP, DEAD 3"" CBBL"
20-03104055,"Tree Planting -
Green Streets",3743,W,CHICAGO,AVE,27,2:54 PM,3:51 PM,Closed,"7D, 2OP, DAED 3"" ELM"
20-03104061,"Tree Planting -
Green Streets",3808,W,CHICAGO,AVE,27,2:55 PM,3:52 PM,Closed,"7D, 1OP, DEAD 3"" CBBL"
20-03104077,"Tree Planting -
Green Streets",4508,W,CHICAGO,AVE,37,2:56 PM,12:03 PM,Closed,"7D, 4P, 2 DEAD KCT"
20-03104084,"Tree Planting -
Green Streets",4717,W,CHICAGO,AVE,28,2:57 PM,12:05 PM,Closed,"7D, 1OP"
20-03104089,"Tree Planting -
Green Streets",4725,W,CHICAGO,AVE,28,2:58 PM,12:07 PM,Closed,"7D, 1P"
20-03104095,"Tree Planting -
Green Streets",4841,W,CHICAGO,AVE,37,2:59 PM,3:53 PM,Closed,"7D, 1OP, DEAD PEAR"
20-03104098,"Tree Planting -
Green Streets",4937,W,CHICAGO,AVE,37,3:00 PM,3:58 PM,Closed,"7D, 2OP"
20-03104108,"Tree Planting -
Green Streets",4952,W,CHICAGO,AVE,37,3:01 PM,3:59 PM,Closed,"7D, 1OP"
20-03104115,"Tree Planting -
Green Streets",5136,W,CHICAGO,AVE,37,3:02 PM,4:04 PM,Closed,"7D, 1OP"
20-03104128,"Tree Planting -
Green Streets",5138,W,CHICAGO,AVE,37,3:03 PM,8:59 AM,Closed,"7D, 1OP, DEAD PEAR"
20-03104137,"Tree Planting -
Green Streets",5246,W,CHICAGO,AVE,37,3:04 PM,4:06 PM,Closed,"7D, 3OP, 1 DEAD"
20-03104140,"Tree Planting -
Green Streets",5510,W,CHICAGO,AVE,37,3:05 PM,4:07 PM,Closed,"7D, 1OP"
20-03104144,"Tree Planting -
Green Streets",5808,W,CHICAGO,AVE,29,3:06 PM,4:10 PM,Closed,"7D, 1OP, STUMP"
20-03104153,"Tree Planting -
Green Streets",5902,W,CHICAGO,AVE,29,3:06 PM,4:17 PM,Closed,"7D, 1OP, DEAD 3"""
20-03104170,"Tree Planting -
Green Streets",179,N,CLARK,ST,42,3:08 PM,3:42 PM,Closed,"7D, 1OP, DEAD HL 3"""
20-03108889,"Tree Planting -
Green Streets",1333,S,CLINTON,ST,11,1:41 PM,3:44 PM,Closed,"7D, 2OP, JTL"
20-03108899,"Tree Planting -
Green Streets",1733,N,DAMEN,AVE,32,1:42 PM,3:34 PM,Closed,"7D, 1OP, DEAD CATALPA"
20-03108908,"Tree Planting -
Green Streets",170,N,DEARBORN,ST,42,1:43 PM,2:32 PM,Closed,"7D, 1OP, DEAD LINDEN 6"""
20-03108923,"Tree Planting -
Green Streets",600,S,DEARBORN,ST,4,1:45 PM,3:17 PM,Closed,"7D, 2OP, DEAD ELM 1ST AND 3RD SOUTH OF HARRISON"
20-03108929,"Tree Planting -
Green Streets",1325,W,DEVON,AVE,48,1:46 PM,12:59 PM,Closed,"7D, 3OP/P, 2P, 1 OP"
20-03108938,"Tree Planting -
Green Streets",1441,W,DEVON,AVE,48,1:47 PM,1:01 PM,Closed,"7D, 1OP"
20-03108942,"Tree Planting -
Green Streets",2224,W,DEVON,AVE,50,1:48 PM,4:08 PM,Closed,"7D, 1OP, BOLTED TO FRAME; DEAD 3"""
20-03108953,"Tree Planting -
Green Streets",2423,W,DEVON,AVE,50,1:50 PM,4:15 PM,Closed,"7D, 1OP, BOLTED TO FRAME; DEAD 3"""
20-03108970,"Tree Planting -
Green Streets",2445,W,DEVON,AVE,50,1:52 PM,4:29 PM,Closed,"7D, 1OP, BOLTED TO FRAME; DEAD 3"""
20-03108977,"Tree Planting -
Green Streets",2457,W,DEVON,AVE,50,1:53 PM,4:30 PM,Closed,"7D, 1OP, BOLTED TO FRAME; DEAD 3"""
20-03108988,"Tree Planting -
Green Streets",2846,W,DEVON,AVE,50,1:54 PM,2:56 PM,Canceled,"7D, 1OP"
20-03108995,"Tree Planting -
Green Streets",2911,W,DEVON,AVE,50,1:55 PM,2:55 PM,Canceled,"7D, 3OP"
20-03109001,"Tree Planting -
Green Streets",2925,W,DEVON,AVE,50,1:57 PM,2:57 PM,Canceled,"7D, 1OP"
20-03109009,"Tree Planting -
Green Streets",2951,W,DEVON,AVE,50,1:58 PM,3:49 PM,Closed,"7D, 1OP, DEAD 3"""
20-03109018,"Tree Planting -
Green Streets",2957,W,DEVON,AVE,50,1:59 PM,3:57 PM,Closed,"7D, 1OP, DEAD 3"""
20-03109024,"Tree Planting -
Green Streets",3010,W,DEVON,AVE,50,2:00 PM,2:18 PM,Closed,"7D, 1OP, DEAD 3"""
20-03109029,"Tree Planting -
Green Streets",3049,W,DEVON,AVE,50,2:01 PM,2:20 PM,Closed,"7D, 1OP, DEAD 3"""
20-03109037,"Tree Planting -
Green Streets",3243,W,DEVON,AVE,50,2:02 PM,3:30 PM,Closed,"7D, 1OP"
20-03109042,"Tree Planting -
Green Streets",3417,W,DEVON,AVE,50,2:04 PM,3:30 PM,Closed,"7D, 1OP"
20-03109054,"Tree Planting -
Green Streets",3501,W,DEVON,AVE,50,2:05 PM,3:29 PM,Closed,"7D, 1OP"
20-03109059,"Tree Planting -
Green Streets",3531,W,DEVON,AVE,50,2:06 PM,3:31 PM,Closed,"7D, 1OP"
20-03109084,"Tree Planting -
Green Streets",3658,W,DEVON,AVE,,2:09 PM,11:16 AM,Closed,"7D, 2OP"
20-03109091,"Tree Planting -
Green Streets",3909,W,DEVON,AVE,39,2:11 PM,3:32 PM,Closed,"7D, 1OP"
20-03109124,"Tree Planting -
Green Streets",4150,W,DEVON,AVE,,2:12 PM,,In Progress,"7D, 1OP, 5"" DEAD"
20-03109132,"Tree Planting -
Green Streets",4526,W,DEVON,AVE,,2:14 PM,3:33 PM,Closed,"7D, 2OP"
20-03109145,"Tree Planting -
Green Streets",5363,W,DEVON,AVE,39,2:15 PM,2:43 PM,Closed,"7D, 1OP"
20-03109154,"Tree Planting -
Green Streets",5405,W,DEVON,AVE,39,2:16 PM,2:45 PM,Closed,"7D, 1OP"
20-03109162,"Tree Planting -
Green Streets",5425,W,DEVON,AVE,39,2:17 PM,2:47 PM,Closed,"7D, 2OP"
20-03109168,"Tree Planting -
Green Streets",1212,W,DIVISION,ST,27,2:18 PM,4:41 PM,Closed,"7D, 1OP"
20-03109172,"Tree Planting -
Green Streets",5826,W,DIVISION,ST,29,2:19 PM,12:24 PM,Closed,"7D, 2OP, STUMPS"
20-03109185,"Tree Planting -
Green Streets",617,W,DRUMMOND,PL,43,2:21 PM,4:10 PM,Closed,"7D, 1OP, DEAD"
20-03109216,"Tree Planting -
Green Streets",2301,N,ELSTON,AVE,32,2:23 PM,3:42 PM,Closed,"7D, 1OP"
20-03109228,"Tree Planting -
Green Streets",821,W,EVERGREEN,AVE,27,2:25 PM,,In Progress,"7D, 1P, DEAD ASH 12"""
20-03109241,"Tree Planting -
Green Streets",860,W,EVERGREEN,AVE,27,2:26 PM,3:51 PM,Closed,"7D, 1P"
20-03109250,"Tree Planting -
Green Streets",1255,S,FEDERAL,ST,3,2:27 PM,,In Progress,"7D, 1OP, DEAD ON 13TH ST ASH 6"""
20-03109259,"Tree Planting -
Green Streets",1921,S,FEDERAL,ST,3,2:28 PM,,In Progress,"7D, 1OP, DEAD MAPLE 6"" SECOND SOUTH OF DOOR"
20-03109265,"Tree Planting -
Green Streets",1451,W,FULLERTON,AVE,2,2:30 PM,3:43 PM,Closed,"7D, 1OP"
20-03109283,"Tree Planting -
Green Streets",44,E,GRAND,AVE,42,2:33 PM,4:35 PM,Closed,"7D, 2OP, DEAD MAPLE"
20-03129952,"Tree Planting -
Green Streets",2115,N,HALSTED,ST,43,10:36 AM,4:13 PM,Closed,"7D, 1OP"
20-03129962,"Tree Planting -
Green Streets",2118,N,HALSTED,ST,43,10:37 AM,4:17 PM,Closed,"7D, 1OP"
20-03129969,"Tree Planting -
Green Streets",2327,N,HALSTED,ST,43,10:38 AM,4:19 PM,Closed,"7D, 3OP"
20-03129994,"Tree Planting -
Green Streets",2601,S,HALSTED,ST,11,10:41 AM,2:38 PM,Closed,"7D. 1OP, DEAD BALD CYPRESS ON 26TH ST"
20-03130004,"Tree Planting -
Green Streets",3239,S,HALSTED,ST,11,10:42 AM,2:36 PM,Closed,7D. 1OP
20-03130028,"Tree Planting -
Green Streets",3647,S,HALSTED,ST,11,10:44 AM,2:34 PM,Closed,"7D, 1OP, DEAD VANDALLED KCT"
20-03130071,"Tree Planting -
Green Streets",3705,N,HALSTED,ST,46,10:47 AM,1:03 PM,Closed,"7D, 1OP"
20-03130085,"Tree Planting -
Green Streets",9561,S,HALSTED,ST,21,10:49 AM,12:45 PM,Closed,"7D, 2OP, CHICAGO PUBLIC LIBRARY"
20-03130094,"Tree Planting -
Green Streets",9718,S,HALSTED,ST,34,10:50 AM,12:48 PM,Closed,"7D, 4OP, DEAD RR"
20-03130104,"Tree Planting -
Green Streets",1247,W,HARRISON,ST,28,10:51 AM,4:33 PM,Closed,"7D, 3P, BACK OF SIDEWALK"
20-03130112,"Tree Planting -
Green Streets",40,E,HURON,ST,42,10:52 AM,4:31 PM,Closed,"7D, 1OP, DEAD 3"""
20-03130121,"Tree Planting -
Green Streets",50,E,HURON,ST,42,10:53 AM,3:53 PM,Closed,"7D, 1OP, DEAD 4"" LINDEN"
20-03130130,"Tree Planting -
Green Streets",214,W,HURON,ST,42,10:54 AM,,In Progress,"7D, 1OP, DEAD 4"""
20-03130138,"Tree Planting -
Green Streets",217,W,HURON,ST,42,10:55 AM,,In Progress,"7D, 1OP, DEAD LOCUST 12"""
20-03130164,"Tree Planting -
Green Streets",210,W,ILLINOIS,ST,42,10:58 AM,,In Progress,"7D, 1OP, DEAD PEAR 10"""
20-03130172,"Tree Planting -
Green Streets",158,W,CONGRESS,PKWY,4,10:59 AM,4:28 PM,Closed,"7D, 1OP"
20-03130186,"Tree Planting -
Green Streets",1727,S,INDIANA,AVE,3,11:03 AM,3:32 PM,Closed,"7D, 1OP, DEAD BALD CYPRESS NORTH OF ADDRESS NEAR
PARKING STRUCTURE"
20-03130224,"Tree Planting -
Green Streets",3124,W,IRVING PARK,RD,33,11:06 AM,12:22 PM,Closed,"7D, 1OP, JTL 3"""
20-03130230,"Tree Planting -
Green Streets",720,N,KINGSBURY,ST,42,11:07 AM,4:06 PM,Closed,"7D, 1OP, DEAD KCT 3"", SECOND PIT SOUTH OF SUPERIOR"
20-03130242,"Tree Planting -
Green Streets",25,S,LAFLIN,ST,27,11:08 AM,,In Progress,"7D, 1OP, DEAD PEAR 6"""
20-03130252,"Tree Planting -
Green Streets",601,W,LAKE,ST,42,11:10 AM,3:46 PM,Closed,"7D, 1OP, DEAD 3"""
20-03130365,"Tree Planting -
Green Streets",1306,N,LA SALLE,DR,2,11:23 AM,3:46 PM,Closed,"7D, 1OP, HL 16"""
20-03130381,"Tree Planting -
Green Streets",3908,N,LEAVITT,ST,47,11:25 AM,2:50 PM,Closed,"7D, 2OP, 1 ON BYRON"
20-03130389,"Tree Planting -
Green Streets",3956,N,LEAVITT,ST,47,11:26 AM,3:47 PM,Closed,"7D, 1P"
20-03135625,"Tree Planting -
Green Streets",2348,N,LINCOLN,AVE,43,11:11 AM,11:36 AM,Closed,"7D, 1OP, DEAD GINKGO 3"""
20-03135636,"Tree Planting -
Green Streets",3819,N,LINCOLN,AVE,47,11:13 AM,11:56 AM,Closed,"7D, 1OP, CATALPA 3"""
20-03135645,"Tree Planting -
Green Streets",3828,N,LINCOLN,AVE,47,11:14 AM,,In Progress,"7D, 1OP, CATALPA 3"""
20-03135651,"Tree Planting -
Green Streets",3842,N,LINCOLN,AVE,47,11:15 AM,,In Progress,"7D, 1OP, CATALPA 3"""
20-03135656,"Tree Planting -
Green Streets",3925,N,LINCOLN,AVE,47,11:16 AM,,In Progress,"7D, 1OP, HL 8"""
20-03135662,"Tree Planting -
Green Streets",4045,N,LINCOLN,AVE,47,11:17 AM,,In Progress,"7D, 1OP, GINKGO 5"""
20-03135672,"Tree Planting -
Green Streets",4051,N,LINCOLN,AVE,47,11:18 AM,,In Progress,"7D, 1OP, SWO 3"""
20-03135678,"Tree Planting -
Green Streets",4054,N,LINCOLN,AVE,47,11:19 AM,11:58 AM,Closed,"7D, 1OP"
20-03135684,"Tree Planting -
Green Streets",4326,N,LINCOLN,AVE,47,11:21 AM,12:00 PM,Closed,"7D, 1OP"
20-03135693,"Tree Planting -
Green Streets",4350,N,LINCOLN,AVE,47,11:22 AM,12:12 PM,Closed,"7D, 1OP, LOU MALNATIS"
20-03135701,"Tree Planting -
Green Streets",2310,N,LINCOLN,AVE,43,11:23 AM,11:33 AM,Closed,"7D, 1OP, DEAD PEAR"
20-03135711,"Tree Planting -
Green Streets",2022,S,LOOMIS,ST,25,11:24 AM,3:59 PM,Closed,"7D, 1OP, DEAD GINKGO 3"""
20-03135718,"Tree Planting -
Green Streets",1017,W,MADISON,ST,25,11:26 AM,3:33 PM,Closed,"7D, 1OP, DEAD PEAR 4"""
20-03135744,"Tree Planting -
Green Streets",1116,W,MADISON,ST,25,11:27 AM,3:05 PM,Closed,"7D, 1OP, DEAD LOCUST 12"""
20-03135751,"Tree Planting -
Green Streets",1219,W,MADISON,ST,25,11:27 AM,3:07 PM,Closed,"7D, 1OP, DEAD ELM 4"""
20-03135763,"Tree Planting -
Green Streets",1355,S,MICHIGAN,AVE,3,11:29 AM,3:29 PM,Closed,"7D, 1OP"
20-03135770,"Tree Planting -
Green Streets",1442,S,MICHIGAN,AVE,3,11:30 AM,3:31 PM,Closed,"7D, 1OP,"
20-03135779,"Tree Planting -
Green Streets",1723,S,MICHIGAN,AVE,3,11:31 AM,8:50 AM,Closed,"7D, 1OP, DEAD 6"" ELM SECOND NORTH OF DOOR"
20-03137450,"Tree Planting -
Green Streets",204,N,MILWAUKEE,AVE,42,2:34 PM,3:08 PM,Closed,"7D, 1OP, DEAD 3"""
20-03137464,"Tree Planting -
Green Streets",1866,N,MILWAUKEE,AVE,32,2:37 PM,3:49 PM,Closed,"7D, 1OP, DEAD 4"""
20-03137473,"Tree Planting -
Green Streets",3278,N,MILWAUKEE,AVE,30,2:38 PM,3:10 PM,Closed,"7D, 1OP"
20-03137485,"Tree Planting -
Green Streets",3329,N,MILWAUKEE,AVE,30,2:39 PM,,In Progress,"7D, 1OP, ELM 8"""
20-03137500,"Tree Planting -
Green Streets",3587,N,MILWAUKEE,AVE,30,2:40 PM,3:11 PM,Closed,"7D, 1OP, GINKGO"
20-03137504,"Tree Planting -
Green Streets",4001,N,MILWAUKEE,AVE,45,2:41 PM,3:14 PM,Closed,"7D, 1OP"
20-03137515,"Tree Planting -
Green Streets",4019,N,MILWAUKEE,AVE,45,2:43 PM,3:16 PM,Closed,"7D, 1OP"
20-03137542,"Tree Planting -
Green Streets",4022,N,MILWAUKEE,AVE,45,2:46 PM,3:22 PM,Closed,"7D, 1OP"
20-03137555,"Tree Planting -
Green Streets",4038,N,MILWAUKEE,AVE,45,2:47 PM,3:24 PM,Closed,"7D, 1OP"
20-03137602,"Tree Planting -
Green Streets",4044,N,MILWAUKEE,AVE,45,2:54 PM,3:25 PM,Closed,"7D, 1OP"
20-03137608,"Tree Planting -
Green Streets",4206,N,MILWAUKEE,AVE,45,2:55 PM,3:27 PM,Closed,"7D, 1OP"
20-03137613,"Tree Planting -
Green Streets",4312,N,MILWAUKEE,AVE,45,2:56 PM,3:41 PM,Closed,"7D, 1P, DEAD 3"""
