10-01092803,Tree Planting -,"815 W 63RD ST , CHICAGO, IL,",20-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60621,,12:18 PM,02:21 PM,,Green Streets,
"",,COOK,,,,,,
10-01093236,Tree Planting -,"819 W 63RD ST , CHICAGO, IL,",20-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,"ITEP - DEAD LPT, MAPLE, ELM"
"",Green Streets,60621,,12:43 PM,11:36 AM,,Green Streets,US BANK
"",,COOK,,,,,,
10-01093246,Tree Planting -,"901 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD ELM
"",Green Streets,60621,,12:44 PM,11:36 AM,,Green Streets,
"",,COOK,,,,,,
10-01093255,Tree Planting -,"1024 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON CARPENTER
"",Green Streets,60621,,12:45 PM,11:37 AM,,Green Streets,
"",,COOK,,,,,,
10-01093262,Tree Planting -,"1035 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON CARPENTER
"",Green Streets,60621,,12:45 PM,11:37 AM,,Green Streets,
"",,COOK,,,,,,
10-01093274,Tree Planting -,"1037 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60621,,12:46 PM,02:22 PM,,Green Streets,
"",,COOK,,,,,,
10-01093290,Tree Planting -,"1040 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON CARPENTER
"",Green Streets,60621,,12:46 PM,11:37 AM,,Green Streets,
"",,COOK,,,,,,
10-01093298,Tree Planting -,"1042 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60621,,12:47 PM,02:22 PM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
10-01093315,Tree Planting -,"1051 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60621,,12:48 PM,02:23 PM,,Green Streets,
"",,COOK,,,,,,
10-01093331,Tree Planting -,"1054 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON ABERDEEN
"",Green Streets,60621,,12:49 PM,11:37 AM,,Green Streets,
"",,COOK,,,,,,
10-01093346,Tree Planting -,"1055 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON ABERDEEN
"",Green Streets,60621,,12:50 PM,11:38 AM,,Green Streets,
"",,COOK,,,,,,
10-01093356,Tree Planting -,"1101 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON ABERDEEN
"",Green Streets,60621,,12:50 PM,11:38 AM,,Green Streets,
"",,COOK,,,,,,
10-01093368,Tree Planting -,"1102 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON ABERDEEN
"",Green Streets,60621,,12:52 PM,11:38 AM,,Green Streets,
"",,COOK,,,,,,
10-01093382,Tree Planting -,"1104 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60621,,12:53 PM,02:23 PM,,Green Streets,
"",,COOK,,,,,,
10-01093393,Tree Planting -,"1105 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60621,,12:53 PM,02:24 PM,,Green Streets,
"",,COOK,,,,,,
10-01093402,Tree Planting -,"1106 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD JTL
"",Green Streets,60621,,12:54 PM,11:38 AM,,Green Streets,
"",,COOK,,,,,,
10-01093407,Tree Planting -,"1109 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD CATALPA
"",Green Streets,60621,,12:55 PM,11:39 AM,,Green Streets,
"",,COOK,,,,,,
10-01093415,Tree Planting -,"1113 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60621,,12:56 PM,02:25 PM,,Green Streets,
"",,COOK,,,,,,
10-01093421,Tree Planting -,"1115 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60621,,12:56 PM,02:25 PM,,Green Streets,
"",,COOK,,,,,,
10-01093427,Tree Planting -,"1122 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60621,,12:57 PM,02:26 PM,,Green Streets,
"",,COOK,,,,,,
10-01093435,Tree Planting -,"1123 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON MAY
"",Green Streets,60621,,12:57 PM,11:39 AM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
10-01093444,Tree Planting -,"1124 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON MAY
"",Green Streets,60621,,12:58 PM,11:39 AM,,Green Streets,
"",,COOK,,,,,,
10-01093451,Tree Planting -,"1140 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD JTL
"",Green Streets,60621,,12:59 PM,11:39 AM,,Green Streets,
"",,COOK,,,,,,
10-01093459,Tree Planting -,"1218 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD CATALPA
"",Green Streets,60636,,12:59 PM,11:40 AM,,Green Streets,
"",,COOK,,,,,,
10-01093471,Tree Planting -,"1219 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD CATALPA
"",Green Streets,60636,,01:00 PM,11:40 AM,,Green Streets,
"",,COOK,,,,,,
10-01093483,Tree Planting -,"1228 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON ELIZABETH
"",Green Streets,60636,,01:01 PM,11:40 AM,,Green Streets,
"",,COOK,,,,,,
10-01093485,Tree Planting -,"1232 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON ELIZABETH
"",Green Streets,60636,,01:02 PM,11:40 AM,,Green Streets,
"",,COOK,,,,,,
10-01093490,Tree Planting -,"1234 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD PEAR
"",Green Streets,60636,,01:03 PM,11:41 AM,,Green Streets,
"",,COOK,,,,,,
10-01093499,Tree Planting -,"1235 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,01:03 PM,02:27 PM,,Green Streets,
"",,COOK,,,,,,
10-01093504,Tree Planting -,"1301 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON THROOP
"",Green Streets,60636,,01:04 PM,11:41 AM,,Green Streets,
"",,COOK,,,,,,
10-01093511,Tree Planting -,"1307 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,01:04 PM,02:27 PM,,Green Streets,
"",,COOK,,,,,,
10-01093531,Tree Planting -,"1316 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON ADA
"",Green Streets,60636,,01:05 PM,11:41 AM,,Green Streets,
"",,COOK,,,,,,
10-01093555,Tree Planting -,"1317 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON ADA
"",Green Streets,60636,,01:06 PM,11:41 AM,,Green Streets,
"",,COOK,,,,,,
10-01093567,Tree Planting -,"1325 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON ADA
"",Green Streets,60636,,01:07 PM,11:42 AM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
10-01093573,Tree Planting -,"1327 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,01:07 PM,02:28 PM,,Green Streets,
"",,COOK,,,,,,
10-01093580,Tree Planting -,"1328 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,01:08 PM,02:28 PM,,Green Streets,
"",,COOK,,,,,,
10-01093597,Tree Planting -,"1451 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD PEAR
"",Green Streets,60636,,01:09 PM,11:42 AM,,Green Streets,
"",,COOK,,,,,,
10-01093604,Tree Planting -,"1455 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON LAFLIN
"",Green Streets,60636,,01:10 PM,11:42 AM,,Green Streets,
"",,COOK,,,,,,
10-01093610,Tree Planting -,"1502 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON LAFLIN
"",Green Streets,60636,,01:10 PM,11:42 AM,,Green Streets,
"",,COOK,,,,,,
10-01093616,Tree Planting -,"1506 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD JTL
"",Green Streets,60636,,01:11 PM,11:43 AM,,Green Streets,
"",,COOK,,,,,,
10-01093632,Tree Planting -,"1508 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD JTL
"",Green Streets,60636,,01:12 PM,11:43 AM,,Green Streets,
"",,COOK,,,,,,
10-01094051,Tree Planting -,"1510 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD JTL
"",Green Streets,60636,,01:52 PM,11:43 AM,,Green Streets,
"",,COOK,,,,,,
10-01094055,Tree Planting -,"1511 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD JTL
"",Green Streets,60636,,01:53 PM,11:43 AM,,Green Streets,
"",,COOK,,,,,,
10-01094060,Tree Planting -,"1515 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP - DEAD CATALPA
"",Green Streets,60636,,01:53 PM,02:29 PM,,Green Streets,
"",,COOK,,,,,,
10-01094067,Tree Planting -,"1633 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,01:54 PM,11:44 AM,,Green Streets,
"",,COOK,,,,,,
10-01094074,Tree Planting -,"1700 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON PAULINA
"",Green Streets,60636,,01:55 PM,11:45 AM,,Green Streets,
"",,COOK,,,,,,
10-01094090,Tree Planting -,"1705 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP - CHILD FAMILY CENTER
"",Green Streets,60636,,01:57 PM,02:29 PM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
10-01094098,Tree Planting -,"1718 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,01:58 PM,02:30 PM,,Green Streets,
"",,COOK,,,,,,
10-01094107,Tree Planting -,"1722 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON HERMITAGE
"",Green Streets,60636,,01:58 PM,11:45 AM,,Green Streets,
"",,COOK,,,,,,
10-01094113,Tree Planting -,"1733 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP - CPL
"",Green Streets,60636,,01:59 PM,02:31 PM,,Green Streets,
"",,COOK,,,,,,
10-01094121,Tree Planting -,"1734 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON HERMITAGE
"",Green Streets,60636,,02:00 PM,11:45 AM,,Green Streets,
"",,COOK,,,,,,
10-01094127,Tree Planting -,"1744 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD JTL
"",Green Streets,60636,,02:00 PM,11:46 AM,,Green Streets,
"",,COOK,,,,,,
10-01094136,Tree Planting -,"1802 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON WOOD
"",Green Streets,60636,,02:01 PM,11:46 AM,,Green Streets,
"",,COOK,,,,,,
10-01094161,Tree Planting -,"1813 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD ASH TOWN
"",Green Streets,60636,,02:02 PM,11:46 AM,,Green Streets,LIQUOR
"",,COOK,,,,,,
10-01094166,Tree Planting -,"1828 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON HONORE
"",Green Streets,60636,,02:04 PM,11:46 AM,,Green Streets,
"",,COOK,,,,,,
10-01094174,Tree Planting -,"1829 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON HONORE
"",Green Streets,60636,,02:05 PM,11:46 AM,,Green Streets,
"",,COOK,,,,,,
10-01094181,Tree Planting -,"1833 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON HONORE
"",Green Streets,60636,,02:06 PM,11:46 AM,,Green Streets,
"",,COOK,,,,,,
10-01094187,Tree Planting -,"1834 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON HONORE
"",Green Streets,60636,,02:06 PM,11:47 AM,,Green Streets,
"",,COOK,,,,,,
10-01094190,Tree Planting -,"1836 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,02:07 PM,02:34 PM,,Green Streets,
"",,COOK,,,,,,
10-01094196,Tree Planting -,"1843 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,02:07 PM,03:04 PM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
10-01094203,Tree Planting -,"1847 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,02:08 PM,03:05 PM,,Green Streets,
"",,COOK,,,,,,
10-01094213,Tree Planting -,"1858 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON WOLCOTT
"",Green Streets,60636,,02:09 PM,11:48 AM,,Green Streets,
"",,COOK,,,,,,
10-01094224,Tree Planting -,"1859 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON WOLCOTT
"",Green Streets,60636,,02:10 PM,11:48 AM,,Green Streets,
"",,COOK,,,,,,
10-01094232,Tree Planting -,"1901 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,02:11 PM,11:48 AM,,Green Streets,
"",,COOK,,,,,,
10-01094243,Tree Planting -,"1902 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON WOLCOTT
"",Green Streets,60636,,02:12 PM,11:48 AM,,Green Streets,
"",,COOK,,,,,,
10-01094251,Tree Planting -,"1904 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 16, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,02:13 PM,03:06 PM,,Green Streets,
"",,COOK,,,,,,
10-01104091,Tree Planting -,"1906 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:11 AM,03:07 PM,,Green Streets,
"",,COOK,,,,,,
10-01104114,Tree Planting -,"1912 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:13 AM,03:07 PM,,Green Streets,
"",,COOK,,,,,,
10-01104139,Tree Planting -,"1914 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD ASH
"",Green Streets,60636,,10:14 AM,11:48 AM,,Green Streets,
"",,COOK,,,,,,
10-01104148,Tree Planting -,"1923 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD ASH
"",Green Streets,60636,,10:15 AM,11:49 AM,,Green Streets,
"",,COOK,,,,,,
10-01104163,Tree Planting -,"1924 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON WINCHESTER
"",Green Streets,60636,,10:15 AM,11:49 AM,,Green Streets,
"",,COOK,,,,,,
10-01104191,Tree Planting -,"1925 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON WINCHESTER
"",Green Streets,60636,,10:16 AM,11:49 AM,,Green Streets,
"",,COOK,,,,,,
10-01104216,Tree Planting -,"1931 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - 2 ON WINCHESTER
"",Green Streets,60636,,10:18 AM,11:49 AM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
10-01104253,Tree Planting -,"1932 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP - ON WINCHESTER
"",Green Streets,60636,,10:20 AM,03:08 PM,,Green Streets,
"",,COOK,,,,,,
10-01104261,Tree Planting -,"1940 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:21 AM,03:08 PM,,Green Streets,
"",,COOK,,,,,,
10-01104269,Tree Planting -,"1943 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:21 AM,03:09 PM,,Green Streets,
"",,COOK,,,,,,
10-01104284,Tree Planting -,"1947 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:22 AM,03:09 PM,,Green Streets,
"",,COOK,,,,,,
10-01104343,Tree Planting -,"1948 W 63RD ST , CHICAGO, IL,",15-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:24 AM,03:10 PM,,Green Streets,
"",,COOK,,,,,,
10-01104354,Tree Planting -,"2032 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:26 AM,03:14 PM,,Green Streets,
"",,COOK,,,,,,
10-01104367,Tree Planting -,"2034 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:26 AM,03:29 PM,,Green Streets,
"",,COOK,,,,,,
10-01104375,Tree Planting -,"2039 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:27 AM,03:30 PM,,Green Streets,
"",,COOK,,,,,,
10-01104385,Tree Planting -,"2041 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:27 AM,03:30 PM,,Green Streets,
"",,COOK,,,,,,
10-01104511,Tree Planting -,"2045 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:32 AM,03:31 PM,,Green Streets,
"",,COOK,,,,,,
10-01104520,Tree Planting -,"2049 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:33 AM,03:31 PM,,Green Streets,
"",,COOK,,,,,,
10-01104538,Tree Planting -,"2051 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:33 AM,03:32 PM,,Green Streets,
"",,COOK,,,,,,
10-01104563,Tree Planting -,"2056 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:34 AM,03:32 PM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
10-01104590,Tree Planting -,"2100 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - STUMP
"",Green Streets,60636,,10:35 AM,11:50 AM,,Green Streets,
"",,COOK,,,,,,
10-01104619,Tree Planting -,"2103 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD HACKBERRY
"",Green Streets,60636,,10:36 AM,11:50 AM,,Green Streets,
"",,COOK,,,,,,
10-01104636,Tree Planting -,"2105 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD HACKBERRY
"",Green Streets,60636,,10:36 AM,11:50 AM,,Green Streets,
"",,COOK,,,,,,
10-01104650,Tree Planting -,"2107 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD HACKBERRY
"",Green Streets,60636,,10:37 AM,11:50 AM,,Green Streets,
"",,COOK,,,,,,
10-01104674,Tree Planting -,"2110 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD CATALPA
"",Green Streets,60636,,10:37 AM,11:51 AM,,Green Streets,
"",,COOK,,,,,,
10-01104697,Tree Planting -,"2125 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON HAMILTON
"",Green Streets,60636,,10:38 AM,11:51 AM,,Green Streets,
"",,COOK,,,,,,
10-01104739,Tree Planting -,"2231 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - ON BELL
"",Green Streets,60636,,10:39 AM,11:51 AM,,Green Streets,
"",,COOK,,,,,,
10-01104781,Tree Planting -,"2234 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:39 AM,03:33 PM,,Green Streets,
"",,COOK,,,,,,
10-01104825,Tree Planting -,"2237 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:40 AM,03:34 PM,,Green Streets,
"",,COOK,,,,,,
10-01104882,Tree Planting -,"2238 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","DEC 12, 2014",Completed,Bureau of Forestry -,ITEP
"",Green Streets,60636,,10:41 AM,03:34 PM,,Green Streets,
"",,COOK,,,,,,
10-01104953,Tree Planting -,"2245 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD ASH
"",Green Streets,60636,,10:42 AM,11:51 AM,,Green Streets,
"",,COOK,,,,,,
10-01104966,Tree Planting -,"2300 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD CANADA RED
"",Green Streets,60636,,10:43 AM,11:52 AM,,Green Streets,CHOKECHERRY
"",,COOK,,,,,,
10-01104985,Tree Planting -,"2335 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD GINKGO
"",Green Streets,60636,,10:44 AM,11:52 AM,,Green Streets,
"",,COOK,,,,,,
SR #,Type,Location,Area,Created Date,Activity Date,Status,Group,Description
10-01105005,Tree Planting -,"2413 W 63RD ST , CHICAGO, IL,",16-Ward,"Jul 19, 2010","MAR 02, 2011",Completed,Bureau of Forestry -,ITEP - DEAD
"",Green Streets,60629,,10:45 AM,11:52 AM,,Green Streets,
"",,COOK,,,,,,
