sr_number,type,raw_location,area,created_date,activity_date,status,group,description,address,ward
10-01254700,Tree Planting - Green Streets,"145 N WESTERN AVE , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:29 PM","OCT 11, 2010 02:41 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,145 N WESTERN AVE,27-Ward
10-01254707,Tree Planting - Green Streets,"149 N WESTERN AVE , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:30 PM","OCT 11, 2010 02:43 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,149 N WESTERN AVE,27-Ward
10-01254712,Tree Planting - Green Streets,"800 W MADISON ST , CHICAGO, IL, 60607 COOK",27-Ward,"Aug 09, 2010 02:30 PM","OCT 13, 2010 03:07 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,800 W MADISON ST,27-Ward
10-01254722,Tree Planting - Green Streets,"713 S ABERDEEN ST , CHICAGO, IL, 60607 COOK",25-Ward,"Aug 09, 2010 02:31 PM","OCT 05, 2010 01:51 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Dirt Parkway - 7D,713 S ABERDEEN ST,25-Ward
10-01254727,Tree Planting - Green Streets,"501 W MADISON ST , CHICAGO, IL, 60661 COOK",42-Ward,"Aug 09, 2010 02:31 PM","OCT 13, 2010 03:05 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,501 W MADISON ST,42-Ward
10-01254741,Tree Planting - Green Streets,"5 S FRANKLIN ST , CHICAGO, IL, 60606 COOK",42-Ward,"Aug 09, 2010 02:32 PM",,Completed,Bureau of Forestry - Green Streets,ZONING CNP,5 S FRANKLIN ST,42-Ward
10-01254750,Tree Planting - Green Streets,"995 W VAN BUREN ST , CHICAGO, IL, 60607 COOK",25-Ward,"Aug 09, 2010 02:32 PM","OCT 13, 2010 02:01 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,995 W VAN BUREN ST,25-Ward
10-01254763,Tree Planting - Green Streets,"1077 W TAYLOR ST , CHICAGO, IL, 60607 COOK",25-Ward,"Aug 09, 2010 02:33 PM","OCT 05, 2010 10:32 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,1077 W TAYLOR ST,25-Ward
10-01254783,Tree Planting - Green Streets,"31 W OHIO ST , CHICAGO, IL, 60654 COOK",42-Ward,"Aug 09, 2010 02:34 PM","OCT 30, 2010 03:58 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,31 W OHIO ST,42-Ward
10-01254808,Tree Planting - Green Streets,"600 N STATE ST , CHICAGO, IL, 60654 COOK",42-Ward,"Aug 09, 2010 02:36 PM","OCT 13, 2010 01:56 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,600 N STATE ST,42-Ward
10-01264032,Tree Planting - Green Streets,"6406 N ROCKWELL ST , CHICAGO, IL, 60645 COOK",50-Ward,"Aug 10, 2010 01:12 PM","OCT 15, 2010 10:44 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,6406 N ROCKWELL ST,50-Ward
10-01264050,Tree Planting - Green Streets,"6404 N ROCKWELL ST , CHICAGO, 50-Ward IL, 60645 COOK",,"Aug 10, 2010 01:13 PM","DEC 13, 2010 02:20 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - 7D,6404 N ROCKWELL ST,50-Ward
10-01264057,Tree Planting - Green Streets,"160 W DIVISION ST , CHICAGO, IL, 2-Ward 60610 COOK",,"Aug 10, 2010 01:14 PM","OCT 04, 2010 02:16 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,160 W DIVISION ST,2-Ward
10-01264065,Tree Planting - Green Streets,"156 W DIVISION ST , CHICAGO, IL, 2-Ward 60610 COOK",,"Aug 10, 2010 01:14 PM","OCT 04, 2010 02:16 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,156 W DIVISION ST,2-Ward
10-01264092,Tree Planting - Green Streets,"120 W DIVISION ST , CHICAGO, IL, 2-Ward 60610 COOK",,"Aug 10, 2010 01:15 PM","OCT 06, 2010 02:14 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,120 W DIVISION ST,2-Ward
10-01264101,Tree Planting - Green Streets,"109 W DIVISION ST , CHICAGO, IL, 27-Ward 60610 COOK",,"Aug 10, 2010 01:17 PM","OCT 04, 2010 02:12 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,109 W DIVISION ST,27-Ward
10-01264121,Tree Planting - Green Streets,"2 E DIVISION ST , CHICAGO, IL, 43-Ward 60610 COOK",,"Aug 10, 2010 01:18 PM","OCT 04, 2010 02:09 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2 E DIVISION ST,43-Ward
10-01264127,Tree Planting - Green Streets,"1544 N WELLS ST , CHICAGO, IL, 27-Ward 60610 COOK",,"Aug 10, 2010 01:19 PM","OCT 02, 2010 10:47 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,1544 N WELLS ST,27-Ward
10-01264146,Tree Planting - Green Streets,"1429 N WELLS ST , CHICAGO, IL, 27-Ward 60610 COOK",,"Aug 10, 2010 01:20 PM","OCT 02, 2010 10:47 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,1429 N WELLS ST,27-Ward
10-01264155,Tree Planting - Green Streets,"1241 N WELLS ST , CHICAGO, IL, 2-Ward 60610 COOK",,"Aug 10, 2010 01:21 PM","OCT 02, 2010 10:46 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,1241 N WELLS ST,2-Ward
10-01264161,Tree Planting - Green Streets,"11 S STATE ST , CHICAGO, IL, 60603 42-Ward COOK",,"Aug 10, 2010 01:21 PM","DEC 13, 2010 02:31 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,11 S STATE ST,42-Ward
10-01264166,Tree Planting - Green Streets,"3637 W ARMITAGE AVE , CHICAGO, 26-Ward IL, 60647 COOK",,"Aug 10, 2010 01:22 PM","OCT 06, 2010 11:39 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,3637 W ARMITAGE AVE,26-Ward
10-01264175,Tree Planting - Green Streets,"3651 W ARMITAGE AVE , CHICAGO, 26-Ward IL, 60647 COOK",,"Aug 10, 2010 01:22 PM","OCT 06, 2010 11:39 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 DKK - FALL 2010 - Existing Cut Outs - 7D,3651 W ARMITAGE AVE,26-Ward
10-01264181,Tree Planting - Green Streets,"3821 W ARMITAGE AVE , CHICAGO, 26-Ward IL, 60647 COOK",,"Aug 10, 2010 01:23 PM","OCT 06, 2010 11:41 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,3821 W ARMITAGE AVE,26-Ward
10-01264185,Tree Planting - Green Streets,"3831 W ARMITAGE AVE , CHICAGO, 26-Ward IL, 60647 COOK",,"Aug 10, 2010 01:23 PM","OCT 06, 2010 11:42 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,3831 W ARMITAGE AVE,26-Ward
10-01264196,Tree Planting - Green Streets,"347 N ASHLAND AVE , CHICAGO, IL, 60607 COOK",27-Ward,"Aug 10, 2010 01:24 PM","OCT 06, 2010 11:51 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,347 N ASHLAND AVE,27-Ward
10-01264200,Tree Planting - Green Streets,"1447 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Aug 10, 2010 01:24 PM","OCT 06, 2010 11:45 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,1447 N CALIFORNIA AVE,1-Ward
10-01264205,Tree Planting - Green Streets,"2717 W DIVISION ST , CHICAGO, IL, 60622 COOK",26-Ward,"Aug 10, 2010 01:25 PM","OCT 07, 2010 11:53 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2717 W DIVISION ST,26-Ward
10-01264212,Tree Planting - Green Streets,"2930 W DIVISION ST , CHICAGO, IL, 60622 COOK",26-Ward,"Aug 10, 2010 01:25 PM","OCT 07, 2010 11:54 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2930 W DIVISION ST,26-Ward
10-01264218,Tree Planting - Green Streets,"3531 W FULLERTON AVE , CHICAGO, IL, 60647 COOK",35-Ward,"Aug 10, 2010 01:26 PM","OCT 06, 2010 11:37 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,3531 W FULLERTON AVE,35-Ward
10-01264226,Tree Planting - Green Streets,"3490 W GRAND AVE , CHICAGO, IL, 60651 COOK",26-Ward,"Aug 10, 2010 01:26 PM","OCT 06, 2010 11:46 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,3490 W GRAND AVE,26-Ward
10-01264233,Tree Planting - Green Streets,"3506 W GRAND AVE , CHICAGO, IL, 60651 COOK",26-Ward,"Aug 10, 2010 01:26 PM","OCT 06, 2010 11:47 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,3506 W GRAND AVE,26-Ward
10-01264238,Tree Planting - Green Streets,"1957 N HAMLIN AVE , CHICAGO, IL, 60647 COOK",26-Ward,"Aug 10, 2010 01:27 PM","OCT 06, 2010 11:44 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,1957 N HAMLIN AVE,26-Ward
10-01264261,Tree Planting - Green Streets,"1621 N KEDZIE AVE , CHICAGO, IL, 60647 COOK",26-Ward,"Aug 10, 2010 01:27 PM","OCT 07, 2010 11:55 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,1621 N KEDZIE AVE,26-Ward
10-01264267,Tree Planting - Green Streets,"1725 N KEDZIE AVE , CHICAGO, IL, 60647 COOK",26-Ward,"Aug 10, 2010 01:30 PM","OCT 07, 2010 11:55 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,1725 N KEDZIE AVE,26-Ward
10-01264272,Tree Planting - Green Streets,"2645 N MILWAUKEE AVE , CHICAGO, IL, 60647 COOK",35-Ward,"Aug 10, 2010 01:30 PM","OCT 07, 2010 11:56 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2645 N MILWAUKEE AVE,35-Ward
10-01264285,Tree Planting - Green Streets,"2760 N MILWAUKEE AVE , CHICAGO, IL, 60647 COOK",35-Ward,"Aug 10, 2010 01:31 PM","OCT 07, 2010 11:58 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2760 N MILWAUKEE AVE,35-Ward
10-01264298,Tree Planting - Green Streets,"2621 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:31 PM","OCT 14, 2010 11:23 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2621 W NORTH AVE,1-Ward
10-01264302,Tree Planting - Green Streets,"2624 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:32 PM","OCT 14, 2010 11:24 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2624 W NORTH AVE,1-Ward
10-01264305,Tree Planting - Green Streets,"2721 W NORTH AVE , CHICAGO, IL, 60647 COOK",26-Ward,"Aug 10, 2010 01:32 PM","OCT 06, 2010 11:27 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2721 W NORTH AVE,26-Ward
10-01264311,Tree Planting - Green Streets,"2734 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:33 PM","OCT 14, 2010 11:28 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2734 W NORTH AVE,1-Ward
10-01264318,Tree Planting - Green Streets,"2932 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:33 PM","OCT 06, 2010 01:59 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2932 W NORTH AVE,1-Ward
10-01264328,Tree Planting - Green Streets,"2507 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:34 PM","SEP 29, 2010 09:12 AM",Completed,Bureau of Forestry - Green Streets,FALL 201 - FALL 2010 - Existing Cut Outs - 7D,2507 W NORTH AVE,1-Ward
10-01264332,Tree Planting - Green Streets,"2509 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:35 PM","SEP 29, 2010 09:12 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2509 W NORTH AVE,1-Ward
10-01264336,Tree Planting - Green Streets,"2511 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:35 PM","SEP 29, 2010 09:12 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2511 W NORTH AVE,1-Ward
10-01264342,Tree Planting - Green Streets,"2534 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:36 PM","OCT 04, 2010 09:13 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2534 W NORTH AVE,1-Ward
10-01264345,Tree Planting - Green Streets,"2547 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:36 PM","SEP 29, 2010 09:13 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2547 W NORTH AVE,1-Ward
10-01264346,Tree Planting - Green Streets,"2553 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:36 PM","SEP 29, 2010 09:14 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2553 W NORTH AVE,1-Ward
10-01264354,Tree Planting - Green Streets,"2557 W NORTH AVE , CHICAGO, IL, 60647 COOK",1-Ward,"Aug 10, 2010 01:37 PM","SEP 29, 2010 09:17 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2557 W NORTH AVE,1-Ward
10-01264404,Tree Planting - Green Streets,"2214 W OHIO ST , CHICAGO, IL, 60612 COOK",26-Ward,"Aug 10, 2010 01:41 PM","OCT 06, 2010 11:49 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,2214 W OHIO ST,26-Ward
10-01264411,Tree Planting - Green Streets,"3447 W POTOMAC AVE , CHICAGO, IL, 60651 COOK",26-Ward,"Aug 10, 2010 01:42 PM","OCT 07, 2010 12:00 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,3447 W POTOMAC AVE,26-Ward
10-01275371,Tree Planting - Green Streets,"1421 N TALMAN AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Aug 11, 2010 04:02 PM","OCT 07, 2010 12:00 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,1421 N TALMAN AVE,1-Ward
10-01275376,Tree Planting - Green Streets,"422 N WESTERN AVE , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 11, 2010 04:02 PM","OCT 07, 2010 12:12 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,422 N WESTERN AVE,27-Ward
10-01275380,Tree Planting - Green Streets,"1308 N WESTERN AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Aug 11, 2010 04:03 PM","OCT 14, 2010 12:14 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,1308 N WESTERN AVE,26-Ward
10-01275387,Tree Planting - Green Streets,"500 N CLARK ST , CHICAGO, IL, 60654 COOK",42-Ward,"Aug 11, 2010 04:03 PM","DEC 13, 2010 09:37 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,500 N CLARK ST,42-Ward
10-01284472,Tree Planting - Green Streets,"627 W 16TH ST , CHICAGO, IL, 60616 COOK",11-Ward,"Aug 12, 2010 03:54 PM","OCT 13, 2010 02:05 PM",Completed,Bureau of Forestry - Green Streets,7D 25ZF,627 W 16TH ST,11-Ward
10-01291766,Tree Planting - Green Streets,"2540 S ASHLAND AVE , CHICAGO, IL, 60608 COOK",25-Ward,"Aug 13, 2010 03:09 PM","OCT 07, 2010 09:23 AM",Completed,Bureau of Forestry - Green Streets,Existing Cut Outs - 7D,2540 S ASHLAND AVE,25-Ward
10-01317044,Tree Planting - Green Streets,"4451 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Aug 18, 2010 10:15 AM",,Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,4451 N MILWAUKEE AVE,45-Ward
10-01317062,Tree Planting - Green Streets,"4535 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Aug 18, 2010 10:17 AM","OCT 15, 2010 11:21 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,4535 N MILWAUKEE AVE,45-Ward
10-01317077,Tree Planting - Green Streets,"4720 N MILWAUKEE AVE , CHICAGO, IL, 60630 COOK",45-Ward,"Aug 18, 2010 10:17 AM","OCT 15, 2010 11:22 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,4720 N MILWAUKEE AVE,45-Ward
10-01317085,Tree Planting - Green Streets,"3 S STATE ST , CHICAGO, IL, 60603 COOK",42-Ward,"Aug 18, 2010 10:18 AM","OCT 16, 2010 09:31 AM",Completed,Bureau of Forestry - Green Streets,CONGRESS - Existing Cut Outs,3 S STATE ST,42-Ward
10-01317094,Tree Planting - Green Streets,"721 W RANDOLPH SD , CHICAGO, IL, 60661 COOK",27-Ward,"Aug 18, 2010 10:19 AM","OCT 07, 2010 02:16 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,721 W RANDOLPH SD,27-Ward
10-01317104,Tree Planting - Green Streets,"937 W RANDOLPH SD , CHICAGO, IL, 60607 COOK",27-Ward,"Aug 18, 2010 10:20 AM","OCT 07, 2010 02:18 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,937 W RANDOLPH SD,27-Ward
10-01317113,Tree Planting - Green Streets,"6009 N CICERO AVE , CHICAGO, IL, 60646 COOK",39-Ward,"Aug 18, 2010 10:20 AM","DEC 13, 2010 09:38 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,6009 N CICERO AVE,39-Ward
10-01317151,Tree Planting - Green Streets,"3501 S STATE ST , CHICAGO, IL, 60609 COOK",3-Ward,"Aug 18, 2010 10:22 AM","NOV 20, 2010 02:33 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,3501 S STATE ST,3-Ward
10-01317170,Tree Planting - Green Streets,"620 N STATE ST , CHICAGO, IL, 42-Ward 60654 COOK",,"Aug 18, 2010 10:23 AM","OCT 13, 2010 01:57 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,620 N STATE ST,42-Ward
10-01317206,Tree Planting - Green Streets,"710 N WABASH AVE , CHICAGO, IL, 42-Ward 60611 COOK",,"Aug 18, 2010 10:25 AM","OCT 16, 2010 09:18 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,710 N WABASH AVE,42-Ward
10-01317212,Tree Planting - Green Streets,"631 N WABASH AVE , CHICAGO, IL, 42-Ward 60611 COOK",,"Aug 18, 2010 10:26 AM","OCT 16, 2010 09:17 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,631 N WABASH AVE,42-Ward
10-01317224,Tree Planting - Green Streets,"42 E GRAND AVE , CHICAGO, IL, 42-Ward 60611 COOK",,"Aug 18, 2010 10:26 AM","OCT 16, 2010 12:57 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,42 E GRAND AVE,42-Ward
10-01317230,Tree Planting - Green Streets,"38 E GRAND AVE , CHICAGO, IL, 42-Ward 60611 COOK",,"Aug 18, 2010 10:26 AM","DEC 13, 2010 12:52 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,38 E GRAND AVE,42-Ward
10-01317238,Tree Planting - Green Streets,"430 W OHIO ST , CHICAGO, IL, 42-Ward 60654 COOK",,"Aug 18, 2010 10:27 AM","OCT 02, 2010 10:23 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,430 W OHIO ST,42-Ward
10-01317247,Tree Planting - Green Streets,"559 N KINGSBURY ST , CHICAGO, 42-Ward IL, 60654 COOK",,"Aug 18, 2010 10:27 AM","OCT 30, 2010 03:46 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,559 N KINGSBURY ST,42-Ward
10-01317255,Tree Planting - Green Streets,"375 W ERIE ST , CHICAGO, IL, 60654 42-Ward COOK",,"Aug 18, 2010 10:28 AM","OCT 16, 2010 02:21 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,375 W ERIE ST,42-Ward
10-01317266,Tree Planting - Green Streets,"343 W ERIE ST , CHICAGO, IL, 60654 42-Ward COOK",,"Aug 18, 2010 10:28 AM","OCT 16, 2010 02:23 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,343 W ERIE ST,42-Ward
10-01317281,Tree Planting - Green Streets,"101 W ERIE ST , CHICAGO, IL, 60654 42-Ward COOK",,"Aug 18, 2010 10:29 AM","OCT 16, 2010 02:19 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,101 W ERIE ST,42-Ward
10-01317288,Tree Planting - Green Streets,"2 W ERIE ST , CHICAGO, IL, 60654 42-Ward COOK",,"Aug 18, 2010 10:30 AM","JUL 12, 2011 12:14 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,2 W ERIE ST,42-Ward
10-01317297,Tree Planting - Green Streets,"25 E ERIE ST , CHICAGO, IL, 60611 42-Ward COOK",,"Aug 18, 2010 10:30 AM","NOV 24, 2010 12:26 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,25 E ERIE ST,42-Ward
10-01317306,Tree Planting - Green Streets,"55 E ONTARIO ST , CHICAGO, IL, 42-Ward 60611 COOK",,"Aug 18, 2010 10:31 AM","OCT 16, 2010 08:55 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,55 E ONTARIO ST,42-Ward
10-01317310,Tree Planting - Green Streets,"300 W ONTARIO ST , CHICAGO, IL, 42-Ward 60654 COOK",,"Aug 18, 2010 10:31 AM","NOV 01, 2010 02:00 PM",Completed,Bureau of Forestry - Green Streets,ZONING CNP,300 W ONTARIO ST,42-Ward
10-01317319,Tree Planting - Green Streets,"358 W ONTARIO ST , CHICAGO, IL, 42-Ward 60654 COOK",,"Aug 18, 2010 10:32 AM","OCT 16, 2010 09:09 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,358 W ONTARIO ST,42-Ward
10-01317336,Tree Planting - Green Streets,"320 W ILLINOIS ST , CHICAGO, IL, 60654 COOK",42-Ward,"Aug 18, 2010 10:32 AM","NOV 20, 2010 01:01 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,320 W ILLINOIS ST,42-Ward
10-01317386,Tree Planting - Green Streets,"159 W ILLINOIS ST , CHICAGO, IL, 60654 COOK",42-Ward,"Aug 18, 2010 10:34 AM","OCT 16, 2010 02:25 PM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,159 W ILLINOIS ST,42-Ward
10-01317398,Tree Planting - Green Streets,"512 N ST CLAIR ST , CHICAGO, IL, 60611 COOK",42-Ward,"Aug 18, 2010 10:37 AM","OCT 02, 2010 10:24 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,512 N ST CLAIR ST,42-Ward
10-01317409,Tree Planting - Green Streets,"502 N ST CLAIR ST , CHICAGO, IL, 60611 COOK",42-Ward,"Aug 18, 2010 10:37 AM","OCT 02, 2010 10:25 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,502 N ST CLAIR ST,42-Ward
10-01317416,Tree Planting - Green Streets,"20 E HUBBARD ST , CHICAGO, IL, 60611 COOK",42-Ward,"Aug 18, 2010 10:38 AM","SEP 24, 2010 08:52 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,20 E HUBBARD ST,42-Ward
10-01317437,Tree Planting - Green Streets,"30 W OHIO ST , CHICAGO, IL, 60654 COOK",42-Ward,"Aug 18, 2010 10:38 AM","OCT 02, 2010 10:23 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,30 W OHIO ST,42-Ward
10-01317444,Tree Planting - Green Streets,"39 W OHIO ST , CHICAGO, IL, 60654 COOK",42-Ward,"Aug 18, 2010 10:39 AM","OCT 13, 2010 12:28 PM",Completed,Bureau of Forestry - Green Streets,"ZONING WARRANTY, CNP",39 W OHIO ST,42-Ward
10-01317449,Tree Planting - Green Streets,"532 N RUSH ST , CHICAGO, IL, 60611 COOK",42-Ward,"Aug 18, 2010 10:40 AM","OCT 23, 2010 09:38 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,532 N RUSH ST,42-Ward
10-01317457,Tree Planting - Green Streets,"608 N RUSH ST , CHICAGO, IL, 60611 COOK",42-Ward,"Aug 18, 2010 10:40 AM","OCT 23, 2010 09:40 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,608 N RUSH ST,42-Ward
10-01317534,Tree Planting - Green Streets,"500 W SUPERIOR ST , CHICAGO, IL, 60654 COOK",42-Ward,"Aug 18, 2010 10:45 AM","OCT 16, 2010 09:15 AM",Completed,Bureau of Forestry - Green Streets,CITYWIDE1 - Existing Cut Outs,500 W SUPERIOR ST,42-Ward
